text_id	en	format
	Loading screen titles and descriptions	
scen_07	Hard Times	
scen_07_name	If only your prospecting was lucky enough, you could get on the Oregon Trail again.	
7_1_AbandonedTown_name	They took Mother away. Could Father still save her?	
7_2_Homestead_name	You were well-armed and prepared to defend your home from the bad men.	
7_5_MexicoVillage_name	Florence was locked up. It was the time to get her out. And get some payback.	
7_5_MexicoRevisited_name	There would be no peace in this town until all opposition ate lead.	
7_6_HomesteadRuined_name	They'd learn soon enough what happens when you try to take a man's home.	
	Objectives	
s7_t1_rescueher	Rescue her	
s7_t1_kill	Kill all enemies	
s7_accumulate	Mine gold until your license runs out	
s7_accumulate_postfix	uses left)	
s7_askforhelp	Ask the crime lord for protection	
s7_t2_defend	Defend the homestead	
s7_t2_vaquero	If Cheech dies, it'll cost you $200 (Optional)	
s7_t2_killall	Kill all enemies	
s7_t2_killall_postfix	remaining)	
s7_checkonflorence	Check on Florence	
s7_rescueflorence	Rescue Florence	
s7_t3_findkey	Find the jail key	
s7_t3_findflorence	Release Florence	
s7_t3_lockenemies	Lock the guards in the house	
s7_t3_killall	Kill enemies to escape	
s7_t3_killall_postfix	remaining)	
s7_t3_killfree	Kill enemies who are not locked up to escape	
s7_t3_killfree_postfix	remaining)	
s7_revisitmexico	Clean up the Mexican town of bandits (Optional)	
s7_liftcurse	Find a way to lift the curse	
s7_siegehomestead	Siege the homestead	
	Main events in the world map	
s7_afterintro	After the fight	
s7_afterintro_desc	So the two of you took over the ruined railroad company buildings and tried your hands at farming.	
s7_afterintro_desc2	The soil was dry and the land was dangerous. You spent ten long years scratching out an existence from the dirt.<br><br>Now you were grown, you figured the two of you should try for Oregon again. It's what Mother would have wanted.	
s7_afterintro_desc3	Gold! Who would have thought they'd find it here.<br><br>And just when you needed cash for your journey.<br><br>Time to strike it rich and get out of town before the outlaws and madmen showed up. They always do.	
s7_afterintro_desc4	The Masked Man controlled all the gold mining. His henchmen sold you a license that let you run 9 prospecting operations.	
s7_attackimminent	Attack imminent	
s7_attackimminent_desc	Inevitably, news about the gold spread.<br><br>Overnight, several nearby homesteads and settlements were raided.	
s7_attackimminent_desc2	Father worried you wouldn't make it on your own. He figured you'd need protection.<br><br>You disagreed, but went along with his decision.<br><br>For the last time.	
s7_mexican	The deal	
s7_mexican_desc	The Mexican said he'd help if you split your gold money with him.<br><br>He left you a bunch of guns, some empty blessings and a promise to send a vaquero to help out.	
s7_afterattack	After the shootout	
s7_afterattack_desc	Though you survived the attack, Father was worried.<br><br>He said you should build an underground escape tunnel in case of another attack. But he also wanted you to call the shots.	
s7_afterattack_buildtunnel	It was a good idea ([%0])	p200cash
s7_afterattack_decline	It was too expensive.	g
s7_afterattack_desc_buildtunnel	Father said he'd take care of the materials and construction.<br><br>Meanwhile, the bandits were attacking elsewhere.<br><br>You ran to make sure Florence was safe.	
s7_afterattack_desc_decline	When you declined, he never mentioned it again.<br><br>But you had other things on your mind. The bandits were attacking elsewhere.<br><br>You ran to make sure Florence was safe.	
s7_meanwhile	Meanwhile...	
s7_meanwhile_desc	While you were gone, your father had a visitor. A well dressed gentleman with a peculiar accent who seemed to appear out of nowhere. His magnificent cologne almost concealed his curious sulfur aroma.<br><br>Could he be...? No, that was madness.	
s7_meanwhile_desc2	The gentleman was quite persuasive, convincing Father to spend most of his cash on a lucky amulet.<br><br>He was fed up with struggling; running scared from bandits, crime lords and the weather. He wanted the prospecting business to take off, and fast.<br><br>Still, though, Father seemed loath to discuss the matter. He downplayed the power of the trinket, insisting it probably wouldn't work.	
s7_meanwhile_desc3	Still, things improved. Father swiftly found new digging sites and extraction was efficient. Soon he was able to buy a better mining license.	
s7_mexicancut	The Mexican's cut	
s7_mexicancut_desc	As agreed, a cut of your gold went to The Mexican.	
s7_florencegone	Florence is gone	
s7_florencegone_desc	You realized too late that your gold had made The Mexican powerful. He demanded more and more of your profits and there was little way to stop him.<br><br>Proud, brave Florence went to parley with the criminal, hoping to appeal to his kinder nature.<br><br>She knew you would never allow it, so left without telling you, leaving just a note.	
s7_florencegone_desc2	But The Mexican had no better nature to appeal to. Florence never returned. You immediately prepared to bust her out.	
s7_aftermexicantown	After the fight	
s7_aftermexicantown_desc	Reunited again, the two of you returned home, safe and sound.	
s7_aftermexicantown_desc2	A few days later, Father came to you in a panic with the amulet. It was falling apart in his hands.<br><br>It appeared Father had been cheated by the strange gentleman who had been so devilishly convincing.	
s7_aftermexicantown_desc3	No one can meddle with the balance of the world and get away with it. <br><br>Ever onwards Father was jinxed by the cursed trinket. <br><br>Forever more he brought bad luck wherever he went.	
s7_fatherleaves	Father leaves	
s7_fatherleaves_desc	Father's curse made prospecting impossible. Whatever methods you tried, whatever places you sought, nothing worked.<br><br>The situation was hopeless. Though you never said it, his guilt was clear. Which made for many silent evenings.	
s7_fatherleaves_desc2	One day, you awoke to a note from Father.<br><br>He was sorry for the bad decisions he'd made. He was sorry for your mother, for Florence, for you. He loved you, and that meant he had to leave.	
s7_fatherleaves_desc3	If only it had helped.	
s7_homesteadattacked	Homestead under attack	
s7_homesteadattacked_desc	Just when you thought things couldn't get worse, you returned after a hard day's work, to find thugs raiding your house.<br><br>You scouted from a safe distance. They would pay for this with their lives.	
s7_homesteadattacked_secrettunnel	Sneak in through the escape tunnel.	t
s7_homesteadattacked_desc_slavehelp	As you prepared to make your move, the slave you were sheltering came out of hiding. He had been working the fields when he saw armed men approaching. He was in no condition to fight, but gave you the charm that had kept him alive until now.	
	Exploration prompts	
s7_neighbourhouse	Neighbors' house	
s7_neighbourhouse_desc	It looked like the nearby farmhouse was inhabited.<br><br>You paid them a visit and they turned out to be kind people. You exchanged pleasantries, and the customary promises to help one another. More importantly, you met Florence, their beautiful, kind-hearted daughter. All you exchanged were a few glances, but you found yourself smitten.	
s7_neighbourhouse_desc2	Not interested in prospecting themselves, the neighbors tipped you off about a couple of promising spots.	
s7_neighbourhouse_desc_abandoned	Florence's parents didn’t survive the raid. You found her among the dead. Weeping, she followed you home and never left.<br><br>She never spoke of it, but brought fresh flowers to their house in their memory every week.	
s7_mexicantown	Mexican town	
s7_mexicantown_desc_florence	That was where Florence was being held.	
s7_mexicantown_attack	You went on to rescue her.	t
s7_homestead	Your family homestead	
s7_homestead_desc	The bandits were coming. It was the hour of reckoning.	
s7_homestead_defend	You took up defensive positions.	t
s7_homestead_notyet	You weren't fully prepared yet.	x
s7_homestead_desc_taken	From afar, you could see armed thugs roaming your homestead.	
s7_homestead_attack	You attacked.	t
s7_shadyjoint	Shady joint	
s7_shadyjoint_desc	The place was filled with lowlifes.	
s7_shadyjoint_barter	You did your best to barter.	b
s7_shadyjoint_sellslave	You wondered if they'd buy the slave you'd been sheltering. It was a cold world after all.	i
s7_shadyjoint_desc_sellslave	Well looky there. They offered $200 if you'd tell them where he was.	
s7_shadyjoint_sellslave_yes	What did he ever do for you? $200 would buy a lot of supplies.	g
s7_shadyjoint_sellslave_no	You couldn't bring yourself to turn him in.	g
s7_shadyjoint_desc_sellslave_yes	They came at night and took him away. You were paid well, but money didn't help you sleep at night.	
s7_shadyjoint_liftcurse	You asked around if anyone knew how to lift a curse.	g
