text_id	en	format
	Loading screen titles	
scen_08	A Matter of Time	
scen_08_name	Cassandra's gift was as much a boon as a curse. While undoubtedly useful,<br>the pain associated with it was unbearable.	
8_1_Gallows_name	The crowd jeered. The noose loomed closer.<br>She didn't lose hope.	
8_2_TrainCrash_name	If Lafórtuna's mercenaries were allowed to reach the coast,<br>there would be no way to reach the Protector.	
8_3_LakeHideout_name	Joaquim Perez and the rest of the Inquisitor's hunters landed on the island.<br>Cassandra and her companions scrambled to defend themselves.	
8_4_Sanitarium_name	All the effort Cassandra put into getting here had been repaid with treachery and cruelty.<br>She swore she would give them what they deserved.	
	Custom GUI	
cassandra_power	Precognition	
	Objectives	
s8_obj_str_ferryman	Go to the Ferryman to cross the river	
s8_obj_str_askaboutcolorado	Ask about passage across the river	
s8_obj_str_lookforpassage	Look for a way across the river	
s8_obj_str_colorado	Acquire the smuggler boat and cross the river	
s8_obj_str_contactaristocracy	Go to Hardin's hideout to get the boat to the Protector's island	
s8_obj_str_attendgame	Attend Lafórtuna's poker tournament	
s8_obj_str_get25k	Explore the area to raise the $25,000 buy-in	
s8_obj_str_searchwrecks	Search the shipwrecks for treasure	
s8_obj_str_calacamap	Visit Garcia-Pimentel residence. Look for map to Calaca Shrine (Optional)	
s8_obj_str_usecalacamap	Sell the Calaca Shrine map or use it yourself (Optional)	
s8_obj_str_sellcalacas	Fence the stolen Calacas (Optional)	
s8_obj_str_getdynamite	Obtain TNT to derail the train from the mines	
s8_obj_str_interceptwarrant	Set the ambush in the Trainyard	
s8_obj_str_bigpokergame	Go to Reception Hall to play in the poker game	
s8_obj_str_visitprotector	Visit Ricardo Lafórtuna in his residence	
s8_obj_str_returntoprotector	Return to Lafórtuna's Residence	
s8_obj_str_harbor	Go to the Harbor and sail to the Protector's island	
s8_obj_tac1_killmarshall	Stop the execution	
s8_obj_tac1_killpeasants	Rout the peasants	
s8_obj_tac1_killpigeons	Kill the carrier pigeons	
s8_obj_tac1_findkey	Find the key to the backyard passage (Optional)	
s8_obj_tac1_opengate	Open the backyard passage (Optional)	
s8_obj_tac1_killremainingenemies	Kill the rurales	
s8_obj_tac2_killeveryone	Leave no witnesses	
s8_obj_tac3_releaseboatontolake	Release either boat onto the lake	
s8_obj_tac3_escapeinboat	Bring your team to the remaining boat	
s8_obj_tac3_killdefenders	Kill the boat's defenders	
s8_obj_tac3_gathersupplies	Gather supplies	
s8_obj_tac3_liftbridge	Lift the bridge to cut off enemies (Optional)	
s8_obj_tac4_breakout	Break out of your cell	
s8_obj_tac4_findkeys	Find the keys to the cells in the guardroom downstairs (Optional)	
s8_obj_tac4_releasecompanions	Release your companions (Optional)	
s8_obj_tac4_releasefederale	Release Perez (Optional)	
s8_obj_tac4_killcollector	Kill the Protector	
s8_obj_tac4_usemachine	Have Cassandra use the Protector's machine	
	Floating text	
s8_float_t1_doorlocked	LOCKED	
s8_float_t1_foundkey_a	Found the backyard key!	
s8_float_t1_foundkey_b	Found a key.	
s8_float_t1_nokeyhere_a	Found valuables, but no key.	
s8_float_t1_nokeyhere_b	Found valuables.	
s8_float_t1_unlockdoor	UNLOCKED	
s8_float_t3_cantlift	Lifting it would separate the party.	
s8_float_t3_pickedupsupplies	Recovered supplies.	
s8_float_t4_onlycass	Only Cassandra can do that.	
	Custom World Map events	
s8_wmev_firstcooldown	Precognition had exhausted Cassandra. To restore her power, rest or visit other locations.	
s8_wmev_firstrest	Cassandra rested and could use precognition again.	
s8_wmev_calacas	Cassandra found some Ancient Calacas.	
s8_wmev_armyreq	Cassandra found an Army Requisiton Form.	
s8_wmev_deed	Cassandra found a Silver Mine Deed.	
s8_wmev_gem	Cassandra found a Gem Paperweight.	
s8_wmev_laxative_get	Cassandra acquired Laxative Potion.	
s8_wmev_laxative_spend	Cassandra used Laxative Potion.	
	World map interactions	
s8_loc_ferryman	Ferry	
s8_loc_ferryman_desc	Hardin led Cassandra to the ferry that he and Paco had used to cross the river from the West. The stench of death was everywhere. The ferry itself was no more and neither was the ferryman. Someone had butchered him and strewn his body all across the riverbank. They wouldn’t be crossing here anytime soon.	
s8_loc_ferryman_opt1	Cassandra examined the scene.	i
s8_loc_ferryman_opt1_result	Somebody carved the word “arrepiéntete” into the ferryman’s chest. Cassandra knew this could only be the work of Joaquim Perez, the Inquisitor’s mad dog. Meanwhile, Hardin contemplated searching the man’s body. Or what was left of it.	
s8_loc_ferryman_opt1_result_opt1	She told Hardin the corpse had suffered enough indignity. He should leave it alone.	g
s8_loc_ferryman_opt1_result_opt2	She let Hardin take whatever he found on the body.	g
s8_loc_ferryman_o1r1_opt1_result	Reluctantly, Hardin left the body and walked away from the bloody scene. He said they would need to ask after transport at the local inn.	
s8_loc_ferryman_o1r1_opt2_result	Hardin pocketed some cash and the ferryman’s necklace. Then he suggested they might find transportation at the local inn and headed in that direction.	
s8_loc_sonorainn	Sonora Inn	
s8_loc_sonorainn_desc	The inn was a peaceful cantina and rest stop for weary travelers at the edge of the wilderness. Cassandra was filled with foreboding. She knew she would need to to scope out the area and weigh her choices before proceeding.	
s8_loc_sonorainn_desc2	The inn was as bustling as ever.	
s8_loc_sonorainn_desc3	After a narrow brush with Perez, Cassandra returned to the inn. Hardin didn't like the idea of coming here, but Cassandra called the shots.<br><br>The proprietor eyed her suspiciously, but stayed silent. The tension was electric. All Hardin could do, though, was keep his eyes open and watch for traps.	
s8_loc_sonorainn_opt1	She asked about transport across the river.	g
s8_loc_sonorainn_opt3	A local card sharp was dealing 3 card monte.	g
s8_loc_sonorainn_opt4	She asked for a room ([%0])	p-10cash
s8_loc_sonorainn_opt5	The innkeeper had some items available for barter.	b
s8_loc_sonorainn_opt1_result	The locals told Cassandra the nearest official river crossing was in Yuma, Arizona. Unfortunately the weekly train to Yuma left earlier that day at 3:10. If she wanted to go earlier, she'd have to find someone with a boat willing to take her. They allowed as the best place to find someone with a boat would be down at the riverbank campsite.	
s8_loc_sonorainn_opt3_result	Cassandra and Hardin observed the card sharp a while. He said people called him "Alonso the Lizard," and invited them to play a hand. Cassandra felt the familiar vibrations of a dawning premonition. Hardin was cracking his knuckles, smiling too widely at the shady dealer. Cassandra suspected he was up to no good, but wasn't sure she wanted trouble.	
s8_loc_sonorainn_opt3_result_c	Cassandra and Hardin observed the card sharp a while. He said people called him "Alonso the Lizard," and invited them to play a hand. Hardin was cracking his knuckles, smiling too widely at the shady dealer. Cassandra suspected he was up to no good, but wasn't sure she wanted trouble.	
s8_loc_sonorainn_opt3_result_b	Cassandra and Hardin observed the card sharp, who was all smiles until he caught sight of the ferryman's amulet. He quickly collected his cards and walked away. Cassandra would not be winning any cash tonight.	
s8_loc_sonorainn_opt4_result	Even though the room was ridiculously expensive, it was nevertheless filthy. But a few hours' nap lifted Cassandra's spirit and allowed her to recuperate from the strains of clairvoyance.	
s8_loc_sonorainn_opt4_result_b	Cassandra was exhausted and her head was throbbing. She desperately needed sleep and was unconscious as soon as she lay down.<br><br>She didn't know how long she'd been out when she woke with a start to a man on top of her. It was Hardin. He had his hand over her mouth. With his other hand he put a finger to his lips, telling her to remain quiet, then pointed toward the door.<br><br>Familiar voices from downstairs filled her with dread. It was Joaquim Perez, the Inquisitor's lieutenant, asking the locals about her. Hardin motioned to the window. It was their only way out.	
s8_loc_sonorainn_opt4_result_b_opt1	She leapt to the sill and descended to the ground by rope.<br>The two bolted before anyone noticed them.	x
s8_loc_sonorainn_opt4_result_c	Cassandra found it hard to fall asleep with the memory of Perez still vivid in her mind. But Hardin offered to keep watch, and finally exhaustion took its toll. She fell into a deep slumber filled with nightmares and apocalyptic visions.<br><br>On the next day, she was rested enough to travel again.	
s8_loc_sonorainn_opt3o1	Cassandra joined the game, letting her premonition guide her.	g+
s8_loc_sonorainn_opt3o2	Cassandra could see Hardin was itching to rough up the dealer. She let him do as he wanted.	g
s8_loc_sonorainn_opt3o3	They left him alone.	x
s8_loc_sonorainn_opt3o1_result	Cassandra made a show of her apparent distress and desperation, pretending to fret before betting all of her belongings. When her premonition guided her to the correct card, the dealer was so surprised, he didn't even protest. Cassandra walked away significantly richer.<br><br>Cassandra's premonition had cost her, however. She was exhausted  and would not be able to use her abilities until she had rested or at least taken a generous helping of fresh air.	
s8_loc_sonorainn_opt3o2_result	Hardin bet some money, then while the dealer was shuffling the cards he stabbed the man's hand to the table. As Alsono screamed and bled, Hardin slowly picked through the cards one by one, until he got to the correct one. He then demanded his "winnings." Looking around and finding nothing but disdain from his fellow patrons, the card sharp handed over the money.<br><br>Cassandra was amused, but concerned that his actions would attract the attention of the authorities.	
s8_loc_banksofcolorado	Riverbank	
s8_loc_banksofcolorado_desc1	Cassandra and her companions spent hours walking the banks of the river, but found nothing.<br><br>Cassandra shed a few tears of hopelessness, which led her to another premonition.	
s8_loc_banksofcolorado_desc2	Cassandra and her companions spent several hours walking the banks of the river but found nothing. She shed a few tears of hopelessness, then sat on a rock and held her aching head. She would have no visions of the future unless she rested.	
s8_loc_banksofcolorado_opt1	She took a deep breath and explored the vision.	g+
s8_loc_banksofcolorado_opt1_result	Images flashed before Cassandra's eyes. She saw a dark, unlit boat crossing the river in silence. She looked at the night sky above the boat and made out the North Star. Though the vision was over as soon as it appeared, Cassandra knew she could pinpoint the boat's location.	
s8_loc_banksofcolorado_exit	She returned to the top of the cliff and left.	x-
s8_loc_banksofcolorado_exit_norest	She returned to the top of the cliff and left.	x
s8_loc_smugglerboat	Smuggler Boat	
s8_loc_smugglerboat_desc	A clandestine, low-profile smuggler boat was beached on the shore. The smugglers had set up a camp in a nearby cave. Hardin said they should be careful not to leave any witnesses. Cassandra was worried that if they killed the smugglers, their bodies would attract the attention of the Inquisitor's chief manhunter, Joaquim Perez. Hardin said killing the smugglers before stealing their property was still safer.	
s8_loc_smugglerboat_opt1	Cassandra decided to commandeer the boat without raising the alarm.	g-
s8_loc_smugglerboat_opt2	Cassandra decided they should silently murder the smugglers, then steal their boat.	g-
s8_loc_smugglerboat_opt3	Cassandra had a feeling that if they timed their moves correctly they could avoid the sentries.	g+
s8_loc_smugglerboat_opt1_result	As the group were setting sail, a lone smuggler sentry ran out and started shooting. Hardin was wounded, but the party were soon rowing downstream towards his swamp hideout.	
s8_loc_smugglerboat_opt2_result	Cassandra and her allies ambushed the smugglers in their sleep, slitting their throats quickly and quietly. The dead may not speak, but their bodies surely attracted attention. The team set out towards Hardin's swamp hideout.	
s8_loc_smugglerboat_opt3_result	Cassandra led her new allies with precision and skill. She just knew when a guard would be looking the other way or had gone to smoke his pipe. After a few tense minutes, they were sailing safe and unseen towards Hardin's swamp hideout.	
s8_loc_developingtown	Adelante	
s8_loc_developingtown_hub1	Adelante Cantina	
s8_loc_developingtown_hub2	Adelante Red Light Street	
s8_loc_developingtown_desc1	The bustling town of Adelante was full of new buildings and prosperous people. The copious construction work in town was sponsored almost single-handedly by Mr. Lafórtuna. For the denizens of the Western Territory, Lafórtuna was the embodiment of prosperity and modernity.	
s8_loc_developingtown_desc2	The team returned to the town of Adelante.	
s8_loc_developingtown_opt1	Cassandra entered the cantina.	i
s8_loc_developingtown_opt2	Cassandra visited the general store.	i
s8_loc_developingtown_opt4	Though she felt awkward about making such a seemingly lowbrow request, Cassandra suggested that they find the local brothel.	g+
s8_loc_developingtown_cantina	Cassandra was pleasantly surprised to find that the cantina appeared safe and well-run.	
s8_loc_developingtown_cantina2	The bartender nodded to Cassandra and gestured toward the cantina's offerings.	
s8_loc_developingtown_cantina_opt1	Cassandra asked for a room ([%0])	p-30cash
s8_loc_developingtown_cantina_opt2	Cassandra reviewed the latest headlines in search of any mentions of her misadventures.	i
s8_loc_developingtown_cantina_opt3	A drunken trapper was bragging about something. Cassandra listened in.	i+
s8_loc_developingtown_cantina_opt4	Cassandra noticed Jim Vaughn sitting in one of the booths and decided to join him.	i
s8_loc_developingtown_cantina_opt4b	Cassandra sat with Jim Vaughn once again.	i
s8_loc_developingtown_cantina_opt5	One of Cassandra's companions was waiting around...	i
s8_loc_developingtown_roster_paco	Paco returned to Adelante to wait patiently for Cassandra's return. He reaffirmed his willingness to accompany her in further travels and asked whether she required his assistance.	
s8_loc_developingtown_roster_felicia	Felicia waited in Adelante, hoping she would be able to join Cassandra. She was ready to go anywhere with the clairvoyant, she said, if her assistance was requried.	
s8_loc_developingtown_roster_jim	Jim returned to Adelante and waited patiently for Cassandra's return. He reminded her that he was still as willing as ever accompany her on further travels.	
s8_loc_developingtown_roster_accept	Cassandra accepted the help.	g
s8_loc_developingtown_roster_replacepaco	Cassandra acceded. She asked Paco to remain in Adelante to keep their numbers modest.	g
s8_loc_developingtown_roster_replacefelicia	Cassandra acceded. She asked Felicia to remain in Adelante to keep their numbers modest.	g
s8_loc_developingtown_roster_replacejim	Cassandra acceded. She asked Jim to remain in Adelante to keep their numbers modest.	g
s8_loc_developingtown_roster_goback	Cassandra shook her head, saying it was not the right time.	x
s8_loc_developingtown_roster_leave	Cassandra declined. She decided it was time to leave the cantina.	x
s8_loc_developingtown_cantina_wrecks	The trapper was bragging about a map he had that purported to tell the way to the wreck of an old Spanish treasure ship. Hardin was dismissive, but Cassandra was interested.	
s8_loc_developingtown_cantina_wrecks_opt1	Cassandra decided she would divine what the man's future held.	g+
s8_loc_developingtown_cantina_wrecks_opt1_result1	Her initial probe suggested nothing. Cassandra worried she might be losing her lucky streak.	
