text_id	en	format
	Loading screen texts and titles	
scen_03	Graveyard Shift	
scen_03_name	Ghost Town was destroyed. The Undertaker had to leave and find a way to lift the curse that doomed those around him.	
3_1_Massacre_name	The Undertaker returned from a funeral to discover his hometown ravaged by a violent cult.	
3_2_GhostTown_name	The Undertaker asked Harrington to help him end his miserable existence.	
3_3_Journey_name	The Undertaker and Harrington arrived at the Mad King's hideout.<br>They were looking for Reverend Ashmore.	
3_4_Swamp_name	In his quest to lift the curse, the Undertaker headed to the Demon Prince's swamp hideout.<br>He and Harrington lay in wait until dawn, prepared to end the cult once and for all.	
	Objective text	
s3s1_defend	Time of day:	
s3t2_kilmorin	Have Harrington kill Morin	
s3t2_killdemon	Kill the Demon Prince	
s3t2_defendaltairs	Prevent the Demon Prince from cursing the altars	
s3t2_defendaltairs_fail	All altars have been cursed by the Demon Prince	
s3t2_optionalaltairs	Don't allow any altars to be cursed (Optional)	
s3t3_kill	Kill all henchmen in the hideout	
s3t3_kill2	Kill all bandits	
s3t1_kill	Kill the cultists	
s3t1_kill2	Kill all cultists	
s3t1_free	Free Oswald Harrington	
s3t1_silent	Do not trigger the alarm until Oswald is free (Optional)	
s3t3_find	Find Reverend Ashmore	
s3t3_subdue	Subdue the "Mad King" to learn about Ashmore's whereabouts	
s3t3_free	Free Reverend Ashmore	
s3t3_crates	Loot the supply boxes for food	
s3t3_run	Run away with Reverend Ashmore	
week_hermit	Wait 2 days before returning to the Hermit	
s3_backtohermit	Pay another visit to the Hermit	
s3_findinfo_ashmoore	Learn about Reverend Ashmore in the Opium Den	
s3_find_ashmoore	Find Reverend Ashmore west of the Railroad Station	
s3_findinfo_redcoyote	Pay a visit to Red Coyote	
s3_find_seamstress	Learn more about the Old Seamstress	
s3_givewhiskey	Bring 10 ginseng roots to Red Coyote	
s3_killbear	Kill the bear with a broken skull, somewhere in the Mountains	
s3_backcoyote	Return to Red Coyote	
s3_seamstress_body	Go to Ghost Town and dig up the body from the main square	
s3_seamstress_goback	Return to the Old Seamstress	
s3_backtohermitend	When you are ready to end your misery, return to the Hermit and accept your death	
s3t4_destroyidols	Destroy the blood vials	
s3t4_breakaltair	Use the altar to damage it	
s3t4_killcultists	...OR Kill all cultists	
s3t4_killprince	Kill the Demon Prince	
s3_tut_go_hermit	Go to the Hermit's Hut	
s3_tut_buy_tobacco	Buy at least 12 Tobacco Bags at the Tobacco Plantation	
s3_tut_sell_tobacco	Sell the tobacco in Town	
s3_tut_hire_man	Go to the saloon in Town and hire a gunman	
s3_tut_ghost_town	Return to Ghost Town and retrieve Harrington's food	
s3_tut_ghost_town2	Return to Ghost Town and end your life	
s3_attack_cultists	Go to the Cultist Hideout in the morning and attack them	
s3_daytime4	Dawn	
s3_daytime3	Morning	
s3_daytime2	Midday	
s3_daytime1	Afternoon	
s3_daytime0	Dusk	
s3_rules1	Winds of Time	
s3_rules1_desc	The day consists of 4 parts: Dawn, Morning, Midday and Afternoon. You can explore one location during each part of the day. Travelling to a new location will change the time of day.	
s3_rules2	Hard Times	
s3_rules2_desc	You need to eat every day.<br>A character needs 1 food portion to remain healthy. 2 portions will make him more energetic.<br><br>If a character skips a meal, he will be hungry. Denying him food on the second and following days will cause them to become very weak.<br>Starved characters require 2 food portions to restore their strength.	
s3_foodturn	Camp	
s3_foodturn_desc1	The day is nearing its end and you set up camp. It is time to distribute the meals. You have	
s3_foodturn_desc2	Food Portions. Who eats?	
s3_foodturn_nofood	The day is nearing its end and you set up camp. It is time to distribute the meals. Unfortunately, you have no more food.	
s3_food_state3	is already full.	
s3_food_state2	is satiated.	
s3_food_state1	is hungry.	
s3_food_state0	is starving!	
s3_food_fullman	This member of the posse doesn't need more food.	
s3_food_end	Get some sleep	
s3_nextday	A new sun	
s3_nextday_desc	Another day had arrived. No rest for the wicked.	
	Exploration prompts	
s3_town1	Falltown	
s3_town1_desc	The town was a loose collection of decrepit plank houses.<br>Falltown locals were a rare and sorrowful sight.	
s3_town1_gotosaloon	The Undertaker went to the saloon.	n
s3_town1_gotomarket	The Undertaker went to the market.	b
s3_saloon	Black Magic Saloon	
