text_id	en	format
	Titles and loading screens	
scen_04	On Earth, as it is in Hell	
scen_04_name	It was time to bring Florence back.<br>Which meant you needed a posse hard enough to invade Purgatory.	
4_1_Gravediggers_name	The cult decided the time for attack was nigh.<br>Your Father readied his weapons.	
4_2_Brothel_name	If you wanted to save Florence, you needed an iron-clad posse.<br>Going up against the Wizard was just the price of doing business.	
4_3_LookoutHill_name	You were told Persons would be here.<br>No one bothered to specify whether he'd be alive.	
4_4_Purgatory_name	The fate of the world would be resolved here.<br>It was the final trial. The end of the line.	
	Custom UI text	
s4_uitxt_warhero_spec	Tactical: Support<br>World map: Military authority	
s4_uitxt_mohican_spec	Tactical: Sniper<br>World map: Wilderness survival	
s4_uitxt_inquisitor_spec	Tactical: Close Quarters<br>World map: Religious authority	
s4_uitxt_deviant_spec	Tactical: General superiority<br>World map: Fringe connections	
s4_uitxt_hooker_spec	Tactical: Close Quarters<br>World map: Charm	
s4_uitxt_bountyhunter_spec	Tactical: General superiority<br>World map: Brute force	
s4_uitxt_pinkerton_spec	Tactical: Support<br>World map: Weirdness	
s4_uitxt_butcher_spec	Tactical: Close Quarters<br>World map: Bad reputation	
	Floating text	
s4_locked_door	LOCKED	
s4_unlocked_door	UNLOCKED	
	Strategic event popups	
s4_meteor_collected	^Meteor pieces collected: [%0]	
s4_meteor_absorbed	Meteor absorbed.	
	Objective text	
s4_obj_wm_gotoarmycamp	Go to the Army Camp and recruit Jefferson Burns	
s4_obj_wm_posse_burns	Go to the Massacre Site and recruit Jefferson Burns	
s4_obj_wm_posse_mohican	Go to the Sacred Grounds and recruit the Avenger	
s4_obj_wm_killindians	Find and kill any survivors at the Indian Sacred Grounds	
s4_obj_wm_talktowizard	Ask the Wizard about Hardin and Persons	
s4_obj_wm_collectmeteor	Collect meteor pieces in nearby locations	
s4_obj_wm_continuemeteor	Continue searching for meteor pieces to absorb (Optional)	
s4_obj_wm_posse_deviant	Locate Randy Hardin	
s4_obj_wm_attackbrothel	Attack the brothel to extract Randy Hardin	
s4_obj_wm_attackhill	Attack Lookout Hill to extract Henry Persons	
s4_obj_wm_confrontwizard	Go to Wizard and find out where the Grim Boatman is	
s4_obj_wm_attackpurgatory	Take the boat from the Grim Boatman to Purgatory	
s4_obj_wm_evangelists	Visit the Evangelists' tombs and read their story in order	
s4_obj_wm_evangelist_loot	Recover the Evangelist Gang's stash	
s4_obj_tac1_killcultists	Kill all cultists	
s4_obj_tac1_stopdemon	Destroy the blood vials to banish the demon	
s4_obj_tac1_killdemon	Kill the last incarnation of the demon	
s4_obj_tac2_getdeviant	Reach Hardin	
s4_obj_tac2_choose	Choose Hardin or Lulu. Kill the other	
s4_obj_tac2_releasehardin	Kill Hardin’s guard to release him	
s4_obj_tac2_killemall	Eliminate the opposition	
s4_obj_tac2_subdueguard	Subdue the guard to open the Madam’s room for you (Optional)	
s4_obj_tac2_cracksafe	Crack the Madam’s safe to steal cash (Optional)	
s4_obj_tac3_c_findpersons	Go to the top of the tower to find Persons	
s4_obj_tac3_c_killeveryone	Destroy the convicts	
s4_obj_tac3_c_getstash	Claim the opium stashes (Optional)	
s4_obj_tac3_bh_getpersons	Go to the top of the tower to release Persons	
s4_obj_tac3_bh_kill	Kill the remaining mercenaries	
