text_id	en	format
	GLOBAL UI	
scen_02	Law and Order	
scen_02_name	Solomon DeLear had done well to acquire the meteor and contain its powers.<br>But what the Devil wants, the Devil gets.	
2_1_Reverend_House_name	Grand Inqusitor Gabriel de Cervantes, following directions given<br>by fellow agent Bathym Raum, travelled to a farm where DeLear was said to spend his days in hiding.	
2_2_Church_name	The Grand Inquisitor could not wait to spill Solomon's blood.<br>He swore the old inventor would die that night.	
2_4_Road_name	The old mine would soon become the clairvoyant's tomb.	
2_5_Judge_House_name	Solomon DeLear had been a man of science most of his life.<br>For the first time in decades, he turned to God as he prepared his last stand.	
	OBJECTIVES	
s2_map_pieces	Collect cipher pieces	
s2_map_pieces_left	(	
s2_map_pieces_right	more required)	
s2_guysleft_left	(	
s2_guysleft_right	remaining)	
s2_hideout_kill_all	Kill all enemies	
s2_hideout_locate_delear	Find Solomon DeLear	
s2_hideout_kill_delear	Kill Solomon DeLear	
s2_hideout_check_barn	Inspect where the wires lead	
s2_hideout_check_upstairs	Loot the main building	
s2_meet_cultist	Meet the agent at the altar	
s2_raum_report	Talk to Bathym Raum	
s2_rally_mob	Organize an angry mob at Wretchport	
s2_follow_mob	Follow the mob to the Wretchport harbor	
s2_raum_kill	Kill all Order members in the area	
s2_church_payment	Bring Raum two doses of opium for more information about the Church	
s2_attack_church	Attack the Church	
s2_church_enter	Find and kill DeLear at the church	
s2_church_assemble	Assemble inside the church	
s2_church_kill_all	Kill the attackers	
s2_mine_kill_all	Kill all enemies	
s2_mine_rescue	Rescue your mysterious ally	
s2_meet_cultist_again	Return to the cultist at the altar	
s2_meet_suit	Meet the expelled Order member at the Opium Den	
s2_attack_mine	Attack the abandoned mine	
s2_meet_outcast	Enter the Natives' lands	
s2_revisit_outcast	Meet Dohosan again	
s2_outcast_kill	Kill all the Order members near the Native village	
s2_place_locket	Place the locket at the graveyard	
s2_frame	Frame the Native	
s2_suit_kill	Kill all Order members in the Desert Area	
s2_go_to_saloon	Escort Cassandra to the Saloon	
s2_mansion_ritual_start	Begin the ritual	
s2_survive_until_ritual	Survive until the ritual's completion	
s2_mansion_ritual_finish	Finish the ritual by lighting the skull poles	
