text_id	en	format
	Loading screens	
scen_05	Method in Madness	
scen_05_name	Solomon DeLear and the Persons set out to confront the plague of madness overtaking the land.	
5_1_Lab_name	Solomon DeLear was in no shape to fight the madmen in Trumercliff's Laboratory.<br>Thankfully he was joined by a trio of mysterious Pinkerton agents.	
5_2_Asylum_name	Searching for information about the plague of madness, Solomon and the Persons arrived at an old church that had been converted into a mental asylum.<br>It didn't take long for the inmates to mutiny, however. With the staff gone, it had descended into a chaotic, lawless mess.	
5_3_Maze_name	Solomon's investigation of the plague of madness led him to a railway station and telegraph hub.<br>After spending days reading through the logs, his posse came under attack.	
5_4_Crater_name	Solomon had finally located the source of the plague of madness. It was the meteor.<br>While Solomon drilled into the ground in an attempt to retrieve it, the Persons set up camp and secured the area.	
5_5_Machine_name	They returned with the meteor, pursued closely by Trumercliff's minions.<br>Solomon had devised a machine that could cure the affliction, but the madmen were already banging on the door.	
	Objectives	
s5_t1_kill	Kill all the madmen	
s5_t_survive_pink	At least one Pinkerton must survive	
s5_craft_unused	Go to the Workshop and craft one item	
s5_research1	Go to the Indian Village and ask the natives about the madness	
s5_research2	Go to the Ruined Mansion and say "Jade is the gem of greed"	
s5_research3	Go to the Asylum in the west	
s5_t2_takeinfo	Have Solomon collect hospital documentation	
s5_t2_escape	Move Solomon to the safe zone	
s5_t2_notes_opt	Have Solomon acquire all notes	
s5_t2_kill_opt	Kill all the madmen,	
s5_backtolab	Go to the Laboratory to analyze the data	
s5_origininfo	Go to the Railroad Station to find out more about the plague of madness	
s5_t3_notes	Have Solomon collect the notes	
s5_t3_turns_opt	Gather all notes in the required number of turns	
s5_calculatecrash	Find the Crater by watching the Insanity Gauge as you scout locations	
s5_workshop_gauge	Go to the Workshop	
s5_craftdrill	Search the Mine Shafts for a mineral drill	
s5_gotocrash	Go to the Crater	
s5_t4_wait	Wait until the drilling is complete	
s5_t4_escape	Move Solomon to the safe zone	
s5_t4_killturner	Kill Sheriff Turner (Optional)	
s5_craftmachine	Return to the Laboratory and build the Sanity Machine	
s5_t5_fuses	Solomon must use the required number of levers	
s5_t5_stay	Solomon cannot leave the control room	
s5_solomon_floating	Only Solomon can do that.	
	Failstates	
s5_fail_survive_pink	You failed to protect Solomon<br>while he extracted the meteor.	
	Scenario Critical Path	
s5_cp2_safe	The Pinkertons told Solomon that the Protector would send replacements if any of them died, but that there would never be more than three of them at one time.<br><br>While the Pinkertons were cleaning up the mess in the lab, Solomon found a safe.<br>He opened it with the key he found with the documents. Inside were the notes, diagrams, charts, blueprints and other data Trumercliff had gathered, along wth a letter.	
s5_cp2_safe3	DeLear, if you are reading this it means I have succumbed to the madness. You have arrived here exactly as I planned.<br><br>You may be asking yourself why the greatest inventor of our time would move to the hard lands of the West. It is a fair question. After being informed that the land was being ravaged by a plague of madness, I offered my help to a man known as the Protector.	
s5_cp2_lab1	A few days later, the laboratory was restored. Solomon could barely contain his excitement. It was a perfect place to work on a revolutionary new technology. And Trumercliff's blueprints would give him a helpful head start.	
s5_cp2_lab_instruction	- Each patent requires a Blueprint.<br>- Blueprints belong to one of 3 fields: chemistry, engineering and gunsmithing.<br>- Each new patent unlocks additional development opportunities.<br>- Each patent enables you to order new items from the nearby workshop.	
s5_cp2_lab_instruction_title	Research and Patents	
s5_cp2_lab_pinkertons1	A new Pinkerton arrived shortly. The death of his predecessor had a slight but noticeable impact on Solomon's mind.	
s5_cp2_lab_pinkertons2	Notified by telegram, two new Pinkertons arrived. The deaths of their predecessors were a fixture in Solomon's nightmares.	
s5_cp2_lab_pinkertons3	Three new Pinkertons arrived a couple days later, even though Solomon had told no one about his losses.<br><br>The slaughter of his previous guardians constantly haunted him in flashbacks.	
s5_l1_lab	Laboratory	
s5_l1_pinkertons_return	Never enough Persons	
s5_l1_lab_desc	Solomon remained in Trumercliff's old laboratory. He had truly made it his own now.	
s5_l1_r_research	Solomon started his research.	n
s5_l1_r_instruction_repeat	Repeat the instructions.	i
s5_l1_research_fail	Unfortunately, Solomon didn't have a Blueprint to start working from.	
s5_l1_research	Chemistry allows you to create different usable items for healing and improved performance.<br>Engineering provides passive upgrades and throwable items that deteriorate enemy performance.<br>Gunsmithery enables you to construct powerful weapons.<br>Solomon chose to focus on...	
s5_l1_r_chemistry	Chemistry	n
s5_l1_r_engineering	Engineering	n
s5_l1_r_gunsmith	Gunsmithery	n
s5_l1_r_confirm_research	Solomon required a blueprint to inspire his research ([%0])	p1blueprint
s5_l1_chemistry_lvl0	Solomon has never researched Chemistry.<br>He felt his first breakthrough would allow him to patent the Revealer and the Medical Bag.<br>The former improves sight and reveals notes in invisible ink, but reduces health.<br>Medical Bags allow instantaneous healing of damage.	
s5_l1_chemistry_lvl1	Solomon had his first Chemistry breakthrough.<br>If he continued, he was convinced his next breakthrough would allow him to patent a Stimulant.<br>Stimulant improved movement rate at the cost of some health.	
s5_l1_chemistry_lvl2	Solomon made his second Chemistry breakthrough.<br>He had a feeling the next would yield patents for Dexterity Elixir and Mandrake Powder.<br>Dexterity Elixir improved the user's.<br>Mandrake Powder was reputed to influence luck over time.	
s5_l1_chemistry_lvl3	Solomon made a third Chemistry breakthrough.<br>He hoped the next would allow him to patent a Healing Elixir.<br>Healing Elixir instantly regenerated even grave wounds.	
s5_l1_chemistry_lvl4	Solomon had his fourth Chemistry breakthrough.<br>He hoped the next would yield patents for the Vitality Elixir and the Gas Bomb.<br>Vitality Elixir healed over time, while improving vitality.<br>The Gas Bomb damaged in its blast radius over time.	
s5_l1_chemistry_lvl5	Solomon had a fifth Chemistry breakthrough. In these tumultuous times, he did not expect to accomplish more in this field.	
s5_l1_engineering_lvl0	Solomon had yet to do any Engineering research.<br>He hoped his first breakthrough would allow him to patent Assorted Parts and the Noise Bomb.<br>Assorted Parts were an assortment of versatile parts that could fix almost any device.<br>The Noise Bomb reduced the aim and defense capabilities of enemies caught in its blast.	
s5_l1_engineering_lvl1	Solomon made his first breakthrough in Engineering.<br>He hoped his next discovery would yield a patent for the Stun Bomb.<br>Stun Bombs reduced the accuracy and speed of a single enemy.	
s5_l1_engineering_lvl2	Solomon made his second breakthrough in Engineering.<br>He had a feeling the third would yield patents for the Nail Bomb and the Ocular.<br>Nail Bombs dealt damage to all enemies within range.<br>The Ocular improved the wearer's aim.	
s5_l1_engineering_lvl3	Solomon had his third breakthrough in Engineering.<br>He was sure the fourth would yield the Bulletproof Vest.<br>Bullerproof Vests significantly improved the wearer's defense.	
s5_l1_engineering_lvl4	Solomon had his fourth breakthrough in Engineering.<br>His gut said the next one would yield patents for Piercing Ammo and Petrification Bolts.<br>Piercing Ammo improved weapon damage.<br>The Petrification Bolt affected a single enemy, reducing the enemy's health over time, along with his movement.	
s5_l1_engineering_lvl5	Solomon had his fifth Engineering breakthrough. In these tumultuous times, he did not expect to accomplish more in this field.	
s5_l1_gunsmith_lvl0	Solomon had yet to research Gunsmithing.<br>He hoped his first breakthrough would yield patents for the Protector Ring Revolver and the Revolver Rifle.<br>The Protector was an easily concealed miniature revolver.<br>The Revolver Rifle could be reloaded quickly.	
s5_l1_gunsmith_lvl1	Solomon made his first breakthrough in Gunsmithing.<br>He had a hunch the next would yield a patent for the Harmonica Gun.<br>It was a pistol with a revolutionary clip that allowed quick reloading.	
s5_l1_gunsmith_lvl2	Solomon made his second breakthrough in Gunsmithing.<br>The wondered if the next would allow him to patent the Chain Rifle and the Duckfoot Pistol.<br>Chain Rifles had great capacity.<br>The Duckfoot was a powerful pistol design.	
s5_l1_gunsmith_lvl3	Solomon made his third Gunsmithing breakthrough.<br>He was sure the next would yield a patent for the Mammoth Rifle.<br>It would be a version of the Elephant precision rifle, but with more stopping power.	
s5_l1_gunsmith_lvl4	Solomon made his fourth Gunsmithing breakthrough.<br>He could say with certainty that the fifth would yield patents for the Revolving Revolver and the Shotgun Revolver.<br>The first would have an unmatched clip capacity.<br>The second would offer both a large magazine and fast reload time.	
s5_l1_gunsmith_lvl5	Solomon made his fifth Gunsmithing breakthrough. In these tumuluous times, he did not expect to accomplish more in this field.	
s5_l1_chemistry_lvl0_done	Solomon invented and patented the Revealer and the Medical Bag.	
s5_l1_chemistry_lvl1_done	Solomon invented and patented Stimulant.	
s5_l1_chemistry_lvl2_done	Solomon invented and patented Dexterity Elixir and Mandrake Powder.	
s5_l1_chemistry_lvl3_done	Solomon invented and patented Healing Elixir.	
s5_l1_chemistry_lvl4_done	Solomon invented and patented Vitality Elixir and the Gas Bomb.	
s5_l1_engineering_lvl0_done	Solomon invented and patented Assorted Parts and the Noise Bomb.	
s5_l1_engineering_lvl1_done	Solomon invented and patented the Stun Bomb	
s5_l1_engineering_lvl2_done	Solomon invented and patented the Nail Bomb and the Ocular.	
s5_l1_engineering_lvl3_done	Solomon invented and patented the Bulletproof Vest.	
s5_l1_engineering_lvl4_done	Solomon invented and patented Piercing Ammo and the Petrification Bolt.	
s5_l1_gunsmith_lvl0_done	Solomon invented and patented the Protector Ring Revolver and the Revolving Rifle.	
s5_l1_gunsmith_lvl1_done	Solomon invented and patented the Harmonica Gun.	
s5_l1_gunsmith_lvl2_done	Solomon invented and patented the Chain Rifle and the Duckfoot Pistol.	
s5_l1_gunsmith_lvl3_done	Solomon invented and patented the Mammoth Rifle.	
s5_l1_gunsmith_lvl4_done	Solomon invented and patented the Revolving Revolver and the Revolver Shotgun.	
s5_l1_about_workshop	Solomon felt this was his best work thus far. He was now ready to change theory into practice and build a new invention. The workshop awaited nearby.	
s5_l2_workshop	Workshop	
s5_l2_workshop_first	Solomon entered the Workshop. It was an utter mess. He spent the rest of the day restoring the tools to an operational state so he could begin building prototypes for new patents.<br>The raw material stocks were empty, and the only way to restock them was through the Pony Express. That meant that each prototype would come at a cost.	
